CE,CP,EPS1,FS1,FS2,PS1,PS2,PS3,PS4,PS5,PS6,SE,TS1,TS2,TS3,TS4,VS1,profile
19.909,1.539,2267.6,7.814,9.187,147.27,121.91,2.086,0.0,8.521,8.462,69.77,54.332,58.871,55.723,49.508,0.589,1
19.945,1.542,2266.4,7.823,9.186,146.96,121.57,1.969,0.0,8.564,8.507,69.801,54.266,58.855,55.734,49.5,0.595,1
19.944,1.546,2265.6,7.835,9.197,146.81,121.39,2.008,0.0,8.549,8.487,69.815,54.324,58.902,55.727,49.496,0.593,1
19.889,1.545,2267.4,7.811,9.174,146.81,121.55,2.078,0.0,8.514,8.45,69.754,54.336,58.926,55.727,49.5,0.614,1
20.01,1.538,2265.8,7.768,9.176,147.13,121.77,1.922,0.0,8.521,8.467,69.571,54.348,58.941,55.734,49.5,0.597,1
20.115,1.565,2265.6,7.77,9.181,146.89,121.56,2.086,0.0,8.551,8.495,69.496,54.324,58.93,55.809,49.5,0.602,1
20.366,1.578,2265.8,7.788,9.176,146.63,121.34,2.109,0.0,8.517,8.455,69.64,54.324,58.953,55.82,49.457,0.596,1
20.04,1.554,2263.6,7.772,9.169,147.32,121.73,2.023,0.0,8.558,8.501,69.744,54.418,58.953,55.883,49.582,0.603,1
19.9,1.545,2265.8,7.779,9.199,146.77,121.22,2.023,0.0,8.55,8.484,69.69,54.426,58.969,55.832,49.582,0.598,1
19.821,1.536,2267.8,7.808,9.194,146.99,121.56,1.953,0.0,8.527,8.472,69.558,54.336,58.945,55.883,49.668,0.591,1
20.047,1.567,2267.8,7.784,9.182,147.13,121.73,2.109,0.0,8.536,8.477,69.555,54.418,58.973,55.855,49.574,0.605,1
20.07,1.565,2266.0,7.779,9.178,147.27,121.91,2.109,0.0,8.557,8.498,69.588,54.418,58.996,55.855,49.582,0.594,1
20.052,1.545,2265.6,7.773,9.189,147.05,121.67,2.109,0.0,8.568,8.507,69.575,54.5,59.027,55.82,49.578,0.603,1
20.032,1.544,2266.0,7.788,9.196,146.98,121.69,2.117,0.0,8.514,8.455,69.569,54.473,59.035,55.828,49.574,0.614,1
20.144,1.554,2268.6,7.798,9.209,147.16,121.73,1.891,0.0,8.51,8.457,69.599,54.484,59.086,55.863,49.578,0.602,1
19.898,1.541,2293.8,7.402,9.194,146.53,121.3,1.937,0.0,8.526,8.465,65.313,54.332,58.957,55.863,49.645,0.59,1
20.227,1.568,2863.0,1.128,9.196,188.66,165.23,0.641,0.0,8.522,8.459,10.877,54.332,58.305,55.816,49.488,0.873,0
19.701,1.523,2285.8,7.689,9.231,146.29,120.81,1.094,0.0,8.531,8.474,68.002,54.246,58.801,55.82,49.652,0.757,0
19.846,1.53,2293.8,7.429,9.208,147.06,121.81,2.062,0.0,8.527,8.467,66.416,54.27,58.875,55.645,49.488,0.661,0
20.119,1.552,2289.6,7.215,9.201,146.18,121.02,2.078,0.0,8.575,8.514,65.148,54.246,58.535,55.738,49.508,0.698,0
20.342,1.565,2282.0,7.446,9.22,146.59,121.44,1.828,0.0,8.534,8.474,65.401,54.227,58.52,55.82,49.488,0.689,0
19.779,1.524,2293.6,7.413,9.201,146.23,121.04,1.844,0.0,8.568,8.506,65.263,54.398,58.738,55.672,49.582,0.623,0
20.041,1.551,2297.4,7.406,9.203,146.88,121.69,1.867,0.0,8.567,8.509,65.615,54.324,58.832,55.82,49.574,0.635,0
19.825,1.519,2289.6,7.431,9.186,146.74,121.48,1.992,0.0,8.514,8.462,65.549,54.348,58.855,55.82,49.68,0.607,0
19.585,1.513,2285.8,7.385,9.203,146.22,120.93,1.859,0.0,8.535,8.469,65.369,54.336,58.863,55.727,49.656,0.613,0
20.143,1.547,2281.8,7.395,9.186,146.1,120.71,1.867,0.0,8.559,8.496,65.297,54.246,58.855,55.828,49.566,0.609,0
19.931,1.527,2287.8,7.452,9.227,146.06,120.77,1.867,0.0,8.512,8.451,65.237,54.254,58.855,55.746,49.578,0.618,0
19.81,1.514,2287.6,7.406,9.201,146.13,121.02,1.969,0.0,8.526,8.47,65.122,54.246,58.844,55.75,49.574,0.622,0
19.86,1.517,2285.6,7.406,9.163,146.15,120.83,1.883,0.0,8.566,8.51,65.305,54.332,58.871,55.711,49.555,0.616,0
19.765,1.517,2280.0,7.399,9.176,145.84,120.4,1.867,0.0,8.523,8.47,65.217,54.254,58.816,55.684,49.566,0.62,0
20.016,1.53,2285.2,7.398,9.209,146.2,121.08,1.883,0.0,8.528,8.469,65.309,54.34,58.836,55.687,49.574,0.613,0
19.377,1.485,2283.4,7.385,9.192,146.1,120.81,1.922,0.0,8.562,8.496,65.244,54.332,58.848,55.687,49.723,0.612,0
19.949,1.528,2281.8,7.406,9.199,146.13,120.83,1.953,0.0,8.542,8.481,65.301,54.324,58.883,55.68,49.574,0.602,0
20.133,1.542,2284.4,7.404,9.207,146.15,120.98,1.836,0.0,8.559,8.503,65.262,54.32,58.836,55.672,49.484,0.629,0
19.939,1.525,2287.2,7.4,9.206,146.26,120.81,1.773,0.0,8.51,8.454,65.217,54.246,58.863,55.734,49.566,0.614,0
19.759,1.519,2280.8,7.401,9.197,146.41,121.08,1.836,0.0,8.552,8.495,65.324,54.336,58.855,55.695,49.652,0.602,0
20.065,1.532,2283.0,7.381,9.213,146.4,121.19,1.953,0.0,8.503,8.446,65.281,54.332,58.883,55.687,49.496,0.612,0
20.318,1.556,2282.0,7.409,9.196,145.84,120.57,1.812,0.0,8.554,8.489,65.265,54.336,58.855,55.746,49.41,0.627,0
20.348,1.558,2281.8,7.423,9.17,146.41,120.98,2.031,0.0,8.537,8.481,65.385,54.34,58.859,55.734,49.512,0.608,0
20.191,1.547,2285.6,7.395,9.232,146.38,121.11,1.953,0.0,8.534,8.472,65.221,54.324,58.844,55.738,49.48,0.608,0
20.31,1.554,2283.6,7.402,9.222,146.06,120.74,1.937,0.0,8.549,8.491,65.23,54.324,58.832,55.727,49.445,0.601,0
20.614,1.568,2282.8,7.41,9.221,146.31,120.94,1.922,0.0,8.509,8.453,65.368,54.309,58.816,55.699,49.406,0.612,0
19.863,1.524,2282.0,7.404,9.201,145.84,120.66,1.867,0.0,8.569,8.504,65.269,54.324,58.883,55.734,49.582,0.618,0
20.154,1.547,2282.6,7.4,9.199,146.31,120.92,1.969,0.0,8.507,8.45,65.392,54.402,58.863,55.695,49.461,0.6,0
19.618,1.507,2282.2,7.397,9.21,146.46,121.28,1.867,0.0,8.571,8.509,65.29,54.332,58.875,55.727,49.668,0.608,0
19.709,1.505,2283.6,7.4,9.218,146.3,120.98,1.836,0.0,8.516,8.449,65.299,54.336,58.859,55.746,49.652,0.616,0
19.841,1.507,2281.2,7.383,9.221,146.13,120.73,1.937,0.0,8.533,8.483,65.375,54.348,58.863,55.738,49.656,0.609,0
20.098,1.524,2282.0,7.383,9.209,146.02,120.87,1.836,0.0,8.512,8.454,65.147,54.496,58.875,55.82,49.645,0.604,0
19.864,1.511,2280.4,7.416,9.17,146.16,120.91,1.914,0.0,8.543,8.486,65.271,54.418,58.875,55.727,49.66,0.607,0
20.206,1.546,2285.4,7.393,9.159,146.21,120.88,1.922,0.0,8.511,8.456,65.148,54.437,58.863,55.816,49.582,0.611,0
20.419,1.547,2281.6,7.348,9.203,146.48,121.24,1.812,0.0,8.51,8.448,65.23,54.414,58.883,55.754,49.488,0.627,0
19.781,1.512,2283.6,7.385,9.196,146.48,121.1,1.914,0.0,8.542,8.49,65.247,54.414,58.863,55.746,49.641,0.613,0
19.972,1.534,2853.4,1.12,9.166,188.42,165.34,0.805,0.0,8.517,8.477,10.784,54.48,58.305,55.855,49.652,0.869,0
20.07,1.562,2285.8,7.399,9.223,146.15,121.16,2.008,0.0,8.491,8.446,65.61,54.508,58.863,56.012,49.719,0.618,0
19.735,1.522,2285.8,7.37,9.208,147.13,121.63,1.883,0.0,8.538,8.474,65.183,54.496,58.926,55.922,49.711,0.61,0
20.092,1.545,2287.6,7.411,9.191,146.46,121.27,2.109,0.0,8.502,8.449,65.34,54.496,58.98,56.004,49.719,0.614,0
20.217,1.565,2273.6,7.506,9.177,146.84,121.59,2.031,0.0,8.522,8.469,66.969,54.512,59.0,55.98,49.68,0.61,1
19.656,1.514,2273.0,7.514,9.191,146.48,121.12,1.969,0.0,8.488,8.436,66.618,54.492,58.996,55.937,49.805,0.626,0
19.982,1.543,2273.0,7.506,9.172,146.67,121.27,1.914,0.0,8.541,8.498,66.784,54.578,59.023,55.914,49.684,0.618,0
20.333,1.568,2271.6,7.527,9.174,146.81,121.56,1.945,0.0,8.497,8.437,66.808,54.586,59.023,55.922,49.668,0.607,0
19.983,1.538,2270.0,7.494,9.185,146.65,121.41,1.953,0.0,8.542,8.484,66.813,54.586,59.047,55.926,49.727,0.619,0
20.02,1.536,2271.4,7.536,9.189,146.4,121.0,1.914,0.0,8.503,8.449,66.866,54.598,59.047,55.855,49.656,0.612,0
20.217,1.567,2273.2,7.509,9.185,146.59,121.26,2.031,0.0,8.527,8.469,66.62,54.586,59.023,56.008,49.66,0.61,0
20.102,1.545,2271.8,7.494,9.218,146.45,121.01,1.953,0.0,8.551,8.499,66.636,54.508,59.035,55.91,49.695,0.617,0
19.976,1.533,2270.0,7.517,9.182,146.42,121.18,2.078,0.0,8.547,8.486,66.69,54.59,59.051,55.875,49.668,0.605,0
20.051,1.547,2275.6,7.508,9.189,146.29,121.08,1.969,0.0,8.493,8.434,66.637,54.508,59.035,55.914,49.687,0.609,0
20.115,1.554,2271.6,7.531,9.176,146.56,121.4,1.922,0.0,8.543,8.483,66.747,54.578,59.047,55.91,49.656,0.595,0
19.907,1.533,2271.2,7.501,9.166,146.1,120.62,2.023,0.0,8.552,8.489,66.673,54.5,59.027,55.922,49.723,0.604,0
20.07,1.544,2269.6,7.511,9.198,146.11,120.98,2.023,0.0,8.495,8.437,66.728,54.578,59.02,55.859,49.656,0.612,0
19.774,1.522,2269.6,7.502,9.167,146.45,121.19,2.008,0.0,8.532,8.477,66.668,54.5,59.0,55.848,49.727,0.602,0
20.301,1.552,2269.6,7.496,9.212,146.11,120.92,1.945,0.0,8.498,8.439,66.686,54.473,59.047,55.875,49.566,0.609,0
19.922,1.539,2275.4,7.511,9.176,146.7,121.12,1.891,0.0,8.538,8.483,66.604,54.492,59.023,55.875,49.656,0.619,0
20.176,1.548,2270.0,7.539,9.209,146.35,121.12,2.031,0.0,8.497,8.439,66.774,54.605,59.023,55.832,49.578,0.597,0
20.196,1.554,2271.6,7.507,9.194,146.22,120.72,2.031,0.0,8.517,8.457,66.645,54.52,58.996,55.844,49.578,0.618,0
19.652,1.518,2271.6,7.513,9.201,146.26,121.04,2.055,0.0,8.547,8.488,66.696,54.508,58.969,55.859,49.672,0.606,0
19.811,1.526,2273.2,7.521,9.179,146.43,121.1,1.969,0.0,8.552,8.49,66.754,54.508,58.98,55.828,49.684,0.608,0
20.027,1.541,2270.0,7.53,9.187,146.27,121.0,1.922,0.0,8.494,8.431,66.809,54.512,59.008,55.91,49.687,0.626,0
20.319,1.553,2271.6,7.506,9.189,146.48,121.26,1.937,0.0,8.55,8.495,66.789,54.512,58.992,55.875,49.578,0.594,0
20.17,1.545,2273.0,7.517,9.216,146.51,121.24,2.062,0.0,8.538,8.481,66.791,54.5,59.012,55.828,49.582,0.609,0
20.102,1.549,2271.4,7.496,9.19,146.66,121.28,1.937,0.0,8.497,8.446,66.715,54.496,59.035,55.914,49.687,0.617,0
19.822,1.527,2269.8,7.523,9.196,146.48,121.21,1.953,0.0,8.517,8.467,66.705,54.496,59.039,55.914,49.723,0.608,0
20.034,1.537,2271.6,7.461,9.163,146.62,121.34,1.953,0.0,8.544,8.484,66.588,54.496,59.012,55.922,49.723,0.612,0
19.89,1.521,2275.6,7.494,9.2,146.42,121.13,1.937,0.0,8.514,8.446,66.651,54.508,59.039,55.844,49.687,0.602,0
19.771,1.516,2273.8,7.501,9.209,146.65,121.3,1.937,0.0,8.512,8.455,66.656,54.578,59.039,55.816,49.734,0.607,0
19.812,1.515,2271.6,7.502,9.206,146.41,121.16,2.047,0.0,8.546,8.489,66.711,54.5,59.039,55.922,49.727,0.613,0
20.064,1.538,2273.6,7.517,9.223,146.45,121.21,2.055,0.0,8.492,8.442,66.646,54.496,59.047,55.875,49.66,0.607,0
20.301,1.555,2273.6,7.504,9.185,146.61,121.28,1.883,0.0,8.55,8.493,66.66,54.574,59.062,55.855,49.574,0.623,0
20.089,1.534,2275.8,7.519,9.176,146.56,121.19,2.023,0.0,8.484,8.433,66.564,54.5,59.062,55.859,49.645,0.605,0
20.139,1.531,2273.8,7.517,9.196,146.81,121.56,2.023,0.0,8.534,8.474,66.581,54.496,59.055,55.848,49.707,0.614,0
20.02,1.537,2272.0,7.517,9.167,146.43,121.28,1.945,0.0,8.516,8.464,66.527,54.508,59.066,55.93,49.727,0.604,0
20.301,1.549,2272.0,7.552,9.182,146.27,121.04,2.008,0.0,8.495,8.433,66.651,54.602,59.047,55.859,49.574,0.614,0
20.03,1.53,2273.4,7.503,9.207,146.42,121.06,2.047,0.0,8.516,8.445,66.619,54.5,59.055,55.93,49.723,0.606,0
20.473,1.568,2271.4,7.503,9.164,146.35,121.16,2.055,0.0,8.542,8.479,66.628,54.492,59.062,55.922,49.574,0.596,0
20.144,1.538,2271.8,7.502,9.22,146.5,121.23,1.977,0.0,8.495,8.441,66.686,54.578,59.105,55.914,49.699,0.617,0
20.199,1.547,2271.8,7.493,9.181,146.51,121.24,1.945,0.0,8.523,8.474,66.762,54.508,59.051,55.926,49.707,0.604,0
20.525,1.572,2273.6,7.521,9.189,146.46,121.18,1.891,0.0,8.492,8.434,66.761,54.508,59.039,55.914,49.582,0.826,0
20.187,1.545,2273.6,7.503,9.196,146.59,121.39,1.969,0.0,8.505,8.442,66.688,54.5,59.09,55.902,49.672,0.599,0
20.096,1.537,2259.8,7.785,9.165,147.04,121.63,1.922,0.0,8.54,8.486,69.552,54.574,59.129,55.922,49.672,0.605,1
20.061,1.53,2261.6,7.768,9.187,146.91,121.38,1.953,1.011,8.489,8.434,69.505,54.664,59.129,55.902,49.656,0.597,0
20.496,1.572,2261.8,7.77,9.181,146.94,121.67,2.086,0.0,8.522,8.461,69.631,54.652,59.16,55.984,49.668,0.596,0
20.294,1.556,2257.6,7.773,9.16,146.94,121.44,2.008,0.0,8.519,8.471,69.725,54.645,59.203,56.086,49.805,0.615,0
19.974,1.532,2259.8,7.773,9.176,147.0,121.61,2.062,0.0,8.498,8.441,69.65,54.824,59.297,56.078,49.871,0.617,0
20.173,1.553,2260.0,7.791,9.182,147.13,121.81,2.0,0.0,8.467,8.418,69.701,54.738,59.309,56.156,49.898,0.619,0
20.652,1.575,2262.6,7.774,9.189,146.86,121.41,2.047,0.0,8.483,8.412,69.653,54.828,59.367,56.102,49.719,0.61,0
20.673,1.577,2256.0,7.786,9.169,146.74,121.34,2.031,0.0,8.472,8.415,69.633,54.891,59.375,56.113,49.727,0.604,0
20.72,1.583,2256.0,7.779,9.177,146.59,121.22,1.992,0.0,8.458,8.406,69.587,54.879,59.391,56.25,49.816,0.612,0
20.681,1.587,2260.0,7.768,9.169,146.44,121.14,2.023,0.0,8.504,8.441,69.559,54.91,59.434,56.238,49.812,0.613,0
20.582,1.585,2265.6,7.737,9.176,146.98,121.52,1.898,0.0,8.46,8.407,69.44,54.91,59.461,56.332,49.895,0.598,0
20.377,1.569,2263.8,7.788,9.149,146.76,121.48,2.109,0.0,8.526,8.46,69.282,54.895,59.48,56.328,49.977,0.598,0
20.73,1.586,2261.6,7.77,9.18,147.0,121.58,2.023,0.0,8.462,8.403,69.478,54.984,59.496,56.34,49.891,0.614,0
20.137,1.547,2259.6,7.736,9.144,147.07,121.47,2.023,0.0,8.501,8.436,69.6,54.906,59.527,56.332,50.062,0.592,0
20.612,1.59,2261.6,7.773,9.164,146.73,121.53,2.172,0.0,8.516,8.459,69.521,54.988,59.57,56.34,49.891,0.596,0
20.204,1.544,2263.6,7.76,9.154,146.61,121.11,2.117,0.0,8.455,8.403,69.36,54.984,59.555,56.34,50.055,0.601,0
20.954,1.614,2257.6,7.789,9.116,146.75,121.47,2.141,0.0,8.47,8.417,69.614,55.082,59.598,56.422,49.883,0.595,0
20.527,1.564,2255.6,7.739,9.163,147.05,121.58,2.031,0.0,8.495,8.434,69.605,55.09,59.66,56.316,49.988,0.592,0
20.758,1.597,2257.8,7.791,9.13,146.93,121.52,2.047,0.0,8.495,8.433,69.524,55.078,59.664,56.43,49.977,0.596,0
20.732,1.589,2261.4,7.758,9.169,146.83,121.49,1.922,0.0,8.439,8.384,69.461,55.078,59.652,56.426,49.984,0.6,0
20.63,1.578,2258.8,7.741,9.153,146.94,121.61,2.031,0.0,8.479,8.42,69.513,55.082,59.664,56.504,50.066,0.6,0
20.419,1.569,2256.2,7.758,9.114,146.86,121.44,2.062,0.0,8.491,8.437,69.529,55.164,59.652,56.496,50.055,0.582,0
20.409,1.564,2257.8,7.739,9.129,146.76,121.49,2.109,0.0,8.469,8.415,69.498,55.164,59.645,56.43,50.062,0.59,0
20.678,1.585,2256.0,7.758,9.12,146.83,121.37,1.992,0.0,8.481,8.424,69.58,55.09,59.672,56.508,50.051,0.607,0
20.304,1.552,2259.8,7.749,9.158,147.06,121.65,2.109,0.0,8.444,8.406,69.523,55.172,59.684,56.551,50.211,0.595,0
20.708,1.585,2260.6,7.787,9.163,146.91,121.55,2.0,0.0,8.462,8.411,69.524,55.176,59.699,56.504,50.051,0.578,0
20.795,1.615,2260.4,7.748,9.133,146.85,121.32,2.008,0.0,8.493,8.436,69.438,55.164,59.672,56.496,49.984,0.599,0
20.295,1.577,2262.6,7.792,9.139,146.94,121.5,2.156,0.0,8.482,8.423,69.53,55.07,59.719,56.496,50.094,0.582,0
20.03,1.573,2262.6,7.766,9.141,146.62,121.29,1.914,0.0,8.497,8.444,69.416,55.082,59.691,56.492,50.137,0.588,0
18.985,1.493,2259.8,7.764,9.148,146.99,121.63,2.187,0.0,8.483,8.423,69.449,55.078,59.664,56.437,50.395,0.591,0
20.763,1.626,2262.6,7.76,9.149,146.94,121.41,2.008,0.0,8.464,8.411,69.497,55.07,59.672,56.52,49.895,0.596,0
20.516,1.614,2261.4,7.761,9.163,146.88,121.63,2.062,0.0,8.501,8.44,69.428,54.984,59.66,56.414,49.883,0.6,0
20.506,1.612,2258.0,7.762,9.169,146.93,121.52,2.031,0.0,8.485,8.434,69.543,54.988,59.645,56.328,49.824,0.594,0
20.405,1.606,2259.6,7.781,9.151,146.98,121.55,1.977,0.0,8.474,8.407,69.703,54.988,59.609,56.332,49.812,0.589,0
20.813,1.638,2260.0,7.769,9.152,146.88,121.32,2.047,0.0,8.472,8.413,69.463,54.906,59.582,56.34,49.672,0.589,0
20.444,1.611,2261.6,7.793,9.145,146.91,121.66,2.109,0.0,8.477,8.42,69.569,54.898,59.527,56.332,49.812,0.588,0
20.913,1.653,2262.0,7.755,9.151,146.84,121.5,2.109,0.0,8.502,8.443,69.513,54.871,59.508,56.348,49.66,0.589,0
20.712,1.631,2263.8,7.781,9.151,146.86,121.44,2.055,0.0,8.515,8.467,69.438,54.812,59.473,56.25,49.652,0.603,0
20.724,1.631,2260.0,7.788,9.153,146.69,121.16,2.008,0.0,8.514,8.459,69.455,54.824,59.473,56.16,49.656,0.593,0
20.783,1.636,2263.8,7.755,9.15,147.1,121.59,2.008,0.0,8.538,8.472,69.358,54.824,59.414,56.16,49.578,0.582,0
20.471,1.608,2265.8,7.751,9.18,147.07,121.68,2.031,0.0,8.521,8.458,69.299,54.734,59.398,56.156,49.652,0.593,0
20.358,1.584,2265.8,7.814,9.176,146.59,121.31,2.133,0.0,8.494,8.436,69.01,54.645,59.375,56.086,49.668,0.6,1
20.732,1.631,2263.8,7.729,9.189,146.75,121.23,2.062,0.0,8.493,8.432,68.967,54.652,59.312,56.086,49.508,0.595,1
20.978,1.643,2264.0,7.693,9.174,146.81,121.4,2.055,0.0,8.512,8.452,68.792,54.664,59.305,56.078,49.422,0.605,1
19.979,1.566,2269.2,7.674,9.2,146.86,121.63,1.977,0.0,8.519,8.451,68.914,54.586,59.215,55.996,49.695,0.593,1
20.834,1.629,2263.6,7.761,9.186,146.91,121.56,2.023,0.0,8.501,8.437,69.036,54.598,59.215,56.078,49.457,0.594,1
20.611,1.61,2267.6,7.723,9.209,147.08,121.67,2.008,0.0,8.525,8.46,68.966,54.578,59.203,55.914,49.422,0.605,1
20.534,1.597,2266.0,7.745,9.186,146.97,121.56,2.0,0.0,8.525,8.469,68.871,54.5,59.133,55.902,49.422,0.6,1
20.659,1.614,2263.8,7.648,9.224,146.77,121.34,2.156,0.0,8.476,8.422,69.063,54.586,59.133,56.004,49.48,0.59,1
20.861,1.632,2265.6,7.833,9.161,146.93,121.52,1.992,0.0,8.517,8.469,69.19,54.496,59.156,55.922,49.344,0.594,1
21.025,1.647,2265.8,7.794,9.186,146.94,121.47,2.086,0.0,8.524,8.461,69.16,54.453,59.148,55.902,49.27,0.59,1
20.621,1.607,2284.4,7.462,9.192,145.94,120.77,1.992,0.0,8.53,8.474,65.229,54.398,58.793,55.926,49.406,0.735,1
20.825,1.62,2287.4,7.274,9.184,146.08,120.72,1.937,0.0,8.552,8.484,64.879,54.406,58.871,55.738,49.207,0.592,0
19.969,1.559,2283.8,7.509,9.222,146.16,120.81,1.828,0.821,8.523,8.467,65.233,54.258,58.547,55.859,49.574,0.657,0
20.365,1.583,2283.6,7.378,9.221,146.16,120.84,2.047,0.616,8.524,8.469,65.016,54.406,58.465,55.902,49.508,0.744,0
20.67,1.621,2282.0,7.444,9.181,146.06,120.79,1.789,8.52,8.532,8.472,65.066,54.465,58.395,55.969,49.449,0.769,0
20.208,1.586,2281.6,7.458,9.222,146.23,120.77,2.047,8.705,8.512,8.458,65.258,54.48,58.371,56.074,49.66,0.771,0
20.348,1.603,2280.0,7.153,9.182,146.21,120.77,2.062,7.249,8.479,8.417,65.078,54.59,58.359,56.152,49.672,0.771,0
20.1,1.573,2284.8,7.403,9.201,146.03,120.77,1.992,0.0,8.497,8.432,64.779,54.562,58.793,56.09,49.734,0.597,0
20.417,1.613,2282.0,7.462,9.204,145.98,121.01,1.812,3.412,8.512,8.459,65.284,54.566,58.543,56.328,49.824,0.75,0
20.182,1.591,2281.6,7.328,9.156,146.16,120.96,1.922,8.725,8.512,8.467,64.987,54.723,58.535,56.328,49.906,0.779,0
20.294,1.596,2283.0,7.371,9.156,145.97,120.75,2.062,1.247,8.547,8.495,65.358,54.859,58.551,56.34,49.898,0.761,0
20.485,1.622,2280.4,7.289,9.164,145.83,120.61,2.0,3.713,8.53,8.477,65.218,54.883,58.586,56.496,49.977,0.748,0
20.321,1.603,2281.8,7.569,9.163,146.07,120.73,1.883,0.0,8.472,8.425,65.33,54.984,58.605,56.578,50.094,0.752,0
20.209,1.592,2283.6,7.351,9.163,146.21,120.88,1.969,0.244,8.486,8.432,65.029,55.059,58.695,56.59,50.168,0.703,0
20.612,1.627,2277.8,7.514,9.133,145.97,120.75,1.727,0.0,8.505,8.452,65.215,55.227,58.809,56.844,50.227,0.705,0
20.287,1.597,2277.6,7.482,9.102,145.94,120.54,2.023,0.0,8.534,8.483,64.989,55.297,58.863,56.832,50.371,0.715,0
20.502,1.607,2277.8,7.319,9.091,146.05,120.59,1.937,0.0,8.519,8.469,65.124,55.48,58.937,56.922,50.383,0.716,0
20.419,1.608,2279.4,7.182,9.096,145.86,120.75,1.883,0.0,8.511,8.46,65.249,55.516,59.008,57.09,50.559,0.705,0
20.465,1.601,2277.8,7.254,9.091,145.49,120.27,1.945,0.0,8.479,8.412,65.095,55.676,59.117,57.074,50.559,0.729,0
20.344,1.592,2273.6,7.446,9.072,145.4,120.38,1.891,0.0,8.507,8.455,65.301,55.723,59.117,57.234,50.637,0.723,0
20.82,1.641,2271.6,7.378,9.047,145.46,120.05,1.937,0.0,8.52,8.458,65.186,55.855,59.187,57.344,50.637,0.701,0
21.123,1.659,2269.8,7.383,9.064,145.33,120.06,1.867,0.0,8.516,8.462,65.149,55.902,59.281,57.379,50.645,0.707,0
21.047,1.658,2271.4,7.294,9.041,145.54,120.16,1.867,0.0,8.502,8.449,65.124,55.922,59.469,57.422,50.738,0.664,0
20.565,1.622,2271.4,7.351,9.071,145.67,120.23,1.969,0.0,8.511,8.464,65.027,56.0,59.5,57.5,50.898,0.727,0
20.778,1.64,2269.6,7.423,9.046,145.38,120.23,1.844,0.0,8.499,8.441,65.2,56.078,59.543,57.598,50.902,0.716,0
20.864,1.638,2269.6,7.406,9.055,145.45,120.26,1.945,0.0,8.489,8.441,65.422,56.16,59.637,57.684,50.969,0.649,0
20.983,1.66,2269.4,7.356,9.042,145.42,120.04,1.914,0.0,8.481,8.427,65.109,56.168,59.66,57.773,50.977,0.713,0
20.814,1.634,2851.6,1.155,9.02,188.34,164.99,0.578,0.0,8.447,8.405,11.237,56.16,59.129,57.762,51.043,0.818,0
20.98,1.659,2269.8,7.469,9.026,145.42,120.13,2.0,0.0,8.43,8.389,65.236,56.336,59.637,58.008,51.191,0.706,0
20.761,1.638,2269.8,7.291,9.021,145.44,120.25,1.953,0.0,8.476,8.432,64.907,56.422,59.672,57.945,51.199,0.71,0
20.404,1.605,2268.0,7.284,8.996,145.41,119.89,2.078,0.0,8.449,8.41,65.098,56.504,59.785,58.02,51.426,0.703,0
20.765,1.635,2267.8,7.339,9.029,145.43,120.19,2.0,0.0,8.422,8.375,64.994,56.527,59.875,58.027,51.293,0.703,0
20.233,1.598,2267.8,7.311,8.981,145.25,120.26,1.898,0.0,8.468,8.408,65.145,56.594,59.879,58.031,51.465,0.708,0
20.916,1.659,2264.0,7.339,8.984,145.43,120.24,1.914,0.0,8.455,8.408,65.094,56.602,59.961,58.203,51.387,0.691,0
19.493,1.545,2265.8,7.337,8.978,145.4,120.02,1.898,0.0,8.42,8.375,65.128,56.676,60.043,58.195,51.855,0.693,0
19.301,1.52,2265.6,7.346,9.014,145.48,120.06,1.953,0.0,8.411,8.378,65.126,56.668,60.043,58.234,51.945,0.672,0
20.603,1.636,2263.6,7.385,8.987,145.38,120.17,1.914,0.0,8.467,8.417,65.21,56.762,60.098,58.371,51.695,0.703,0
19.216,1.513,2265.6,7.406,9.006,145.21,120.12,1.914,0.0,8.464,8.405,65.099,56.687,60.301,58.223,52.027,0.671,0
20.557,1.623,2267.8,7.368,9.006,145.46,120.07,1.992,0.0,8.418,8.369,64.936,56.848,60.289,58.371,51.664,0.691,0
19.226,1.523,2267.8,7.439,8.998,145.22,120.16,1.945,0.0,8.472,8.422,65.056,56.824,60.285,58.383,52.086,0.682,0
18.808,1.488,2269.6,7.307,9.027,145.56,120.06,1.945,0.0,8.417,8.376,64.644,56.801,60.68,58.191,52.074,0.599,0
19.672,1.546,2255.4,7.431,8.993,145.55,120.17,1.844,0.0,8.458,8.412,66.346,56.77,60.504,58.27,51.875,0.705,1
19.204,1.515,2253.0,7.478,9.007,145.62,120.14,2.023,0.0,8.432,8.394,66.575,56.93,60.477,58.285,52.027,0.698,0
19.616,1.557,2252.2,7.392,8.989,145.61,120.3,2.0,0.0,8.464,8.418,66.507,56.855,60.395,58.449,51.969,0.682,0
19.058,1.504,2255.8,7.408,8.998,145.62,120.22,2.023,0.0,8.399,8.352,66.141,56.809,60.801,58.262,52.059,0.587,0
20.408,1.617,2831.8,1.206,8.988,188.56,164.94,0.687,0.0,8.463,8.415,11.677,56.84,60.066,58.277,51.625,0.847,0
19.902,1.573,2263.8,7.354,8.991,146.16,120.84,1.937,0.0,8.403,8.366,66.237,56.773,60.805,58.379,51.891,0.589,0
19.113,1.52,2255.4,7.55,9.007,145.52,120.4,1.836,0.016,8.453,8.405,66.694,56.828,60.57,58.391,52.113,0.679,0
